car_type,brand_name,model,price,year,total_km,location,engine_type,transmission
MPV,Daihatsu,Xenia,145000000,2018,33430.0,Bandung,Bensin,Manual
MPV,Toyota,Kijang Innova,230000000,2017,51200.0,Unknown,Bensin,Otomatis
MPV,Toyota,Kijang Innova,485000000,2017,18800.0,Pekanbaru,Diesel,Manual
MPV,Toyota,Avanza,120000000,2015,50000.0,Jakarta Selatan,Bensin,Manual
MPV,Toyota,Avanza,90000000,2010,32542.0,Jakarta Selatan,Bensin,Otomatis
MPV,Toyota,Kijang Innova,115000000,2008,35245.0,Semarang,Diesel,Otomatis
MPV,Toyota,Kijang,70000000,2000,65800.0,Unknown,Bensin,Manual
MPV,Toyota,Avanza,200000000,2022,39400.0,Jakarta Selatan,Bensin,Manual
MPV,Toyota,Avanza,120000000,2016,31189.0,Jakarta Selatan,Bensin,Otomatis
MPV,Toyota,Rush,210000000,2017,38563.0,Bogor,Bensin,Otomatis
MPV,Toyota,Kijang Innova,175000000,2014,75000.0,Unknown,Diesel,Manual
MPV,Toyota,Kijang Innova,350000000,2018,34000.0,Surabaya,Diesel,Otomatis
MPV,Toyota,Kijang Innova,285000000,2016,95000.0,Semarang,Diesel,Otomatis
MPV,Toyota,Kijang,50000000,2002,300000.0,Bekasi,Bensin,Manual
MPV,Daihatsu,Xenia,93000000,2012,209100.0,Jakarta Selatan,Bensin,Manual
MPV,Daihatsu,Xenia,105000000,2015,120000.0,Bekasi,Bensin,Manual
MPV,Toyota,Avanza,105000000,2010,72045.0,Unknown,Bensin,Manual
MPV,Toyota,Kijang,70000000,2001,94248.0,Unknown,Bensin,Manual
MPV,Toyota,Kijang,160000000,2012,85643.0,Unknown,Bensin,Otomatis
MPV,Toyota,Kijang,85000000,2001,85421.0,Unknown,Bensin,Manual
MPV,Suzuki,Ertiga,100000000,2011,76275.0,Serang,Bensin,Manual
MPV,Toyota,Avanza,110000000,2011,84217.0,Malang,Bensin,Manual
MPV,Suzuki,Ertiga,145000000,2016,82000.0,Unknown,Bensin,Manual
MPV,Daihatsu,Xenia,155000000,2018,87233.0,Tangerang,Bensin,Otomatis
MPV,Toyota,Kijang Innova,280000000,2018,27645.0,Bandung,Diesel,Otomatis
MPV,Toyota,Veloz,172000000,2017,120000.0,Yogyakarta,Bensin,Otomatis
MPV,Toyota,Kijang Innova,150000000,2014,79296.0,Jakarta Barat,Bensin,Manual
MPV,Toyota,Kijang,75000000,2004,22695.0,Serang,Bensin,Manual
MPV,Toyota,Kijang,60000000,2002,84848.0,Semarang,Bensin,Manual
MPV,Toyota,Kijang Innova,245000000,2017,35271.0,Unknown,Bensin,Manual
MPV,Toyota,Avanza,115000000,2011,84172.0,Surabaya,Bensin,Otomatis
MPV,Toyota,Avanza,130000000,2010,81277.0,Semarang,Bensin,Manual
MPV,Suzuki,Ertiga,160000000,2017,74984.0,Unknown,Bensin,Otomatis
MPV,Daihatsu,Xenia,100000000,2010,32812.0,Unknown,Bensin,Manual
MPV,Toyota,Kijang,85000000,2002,28610.0,Unknown,Bensin,Manual
MPV,Honda,Mobilio,135000000,2014,115000.0,Tangerang Selatan,Bensin,CVT
MPV,Toyota,Kijang Innova,245000000,2018,34215.0,Banjarmasin,Bensin,Manual
MPV,Toyota,Avanza,165000000,2021,27522.0,Unknown,Bensin,Otomatis
MPV,Suzuki,Ertiga,150000000,2017,73376.0,Unknown,Bensin,Otomatis
MPV,Toyota,Kijang Innova,405000000,2012,60000.0,Pekanbaru,Diesel,Otomatis
MPV,Toyota,Veloz,150000000,2016,97000.0,Unknown,Bensin,Manual
MPV,Toyota,Avanza,110000000,2014,1345.0,Unknown,Bensin,Manual
MPV,Toyota,Kijang Innova,405000000,2020,28000.0,Balikpapan,Diesel,Manual
MPV,Daihatsu,Xenia,80000000,2011,80000.0,Jakarta Barat,Bensin,Manual
MPV,Toyota,Kijang Innova,140000000,2011,64784.0,Unknown,Diesel,Manual
MPV,Toyota,Avanza,80000000,2004,87434.0,Unknown,Bensin,Manual
MPV,Suzuki,Ertiga,205000000,2019,85000.0,Tangerang,Bensin,Manual
MPV,Daihatsu,Grand,130000000,2015,120000.0,Bandung,Bensin,Manual
MPV,Toyota,Kijang,63000000,2000,360000.0,Jakarta Pusat,Diesel,Manual
MPV,Daihatsu,Grand,165000000,2019,35000.0,Jakarta Selatan,Bensin,Otomatis
MPV,Toyota,Avanza,142000000,2015,141000.0,Bekasi,Bensin,Otomatis
MPV,Nissan,Grand Livina,85000000,2011,126000.0,Surabaya,Bensin,Manual
MPV,Toyota,Kijang Innova,280000000,2016,97000.0,Unknown,Bensin,Otomatis
MPV,Toyota,Kijang Innova,120000000,2006,150000.0,Unknown,Bensin,Manual
MPV,Daihatsu,Xenia,105000000,2012,209000.0,Jakarta Selatan,Bensin,Manual
MPV,Nissan,Grand Livina,90000000,2011,300000.0,Jakarta Barat,Bensin,Otomatis
MPV,Nissan,Grand Livina,90000000,2012,141500.0,Tangerang Selatan,Bensin,Otomatis
MPV,Daihatsu,Xenia,98000000,2010,100000.0,Unknown,Bensin,Otomatis
MPV,Toyota,Veloz,280000000,2022,1308.0,Surabaya,Bensin,Manual
MPV,Toyota,Veloz,150000000,2015,85000.0,Depok,Bensin,Otomatis
MPV,Toyota,Avanza Veloz,136000000,2015,119000.0,Tangerang,Bensin,Manual
MPV,Daihatsu,Xenia,124500000,2015,79434.0,Unknown,Bensin,Manual
MPV,Toyota,Kijang Innova,317000000,2019,70000.0,Bandung,Diesel,Manual
MPV,Toyota,Kijang Innova,336000000,2021,49000.0,Depok,Bensin,Otomatis
MPV,Nissan,Grand Livina,98000000,2012,237000.0,Sidoarjo,Diesel,Manual
MPV,Toyota,Kijang Innova,280000000,2016,29081.0,Jakarta Barat,Bensin,Manual
MPV,Toyota,Kijang Innova,180000000,2012,120000.0,Medan,Diesel,Manual
MPV,Suzuki,Ertiga,130000000,2017,90000.0,Jakarta Utara,Bensin,Manual
MPV,Toyota,Avanza,135000000,2015,90000.0,Tangerang,Bensin,Otomatis
MPV,Toyota,Kijang Innova,360000000,2020,20000.0,Unknown,Diesel,Otomatis
MPV,Nissan,Grand Livina,80000000,2007,10045.0,Unknown,Bensin,Manual
MPV,Suzuki,Ertiga,150000000,2017,93000.0,Unknown,Bensin,Manual
MPV,Nissan,Grand Livina,73000000,2007,15000.0,Serang,Bensin,CVT
MPV,Toyota,Avanza,126000000,2016,98000.0,Unknown,Bensin,Manual
MPV,Toyota,Avanza,115000000,2012,135000.0,Tangerang Selatan,Bensin,CVT
MPV,Toyota,Kijang Innova,130000000,2008,35000.0,Jakarta Barat,Bensin,Manual
MPV,Toyota,Kijang Innova,65000000,2022,120000.0,Palembang,Bensin,Otomatis
MPV,Toyota,Veloz,205000000,2019,45000.0,Semarang,Bensin,Otomatis
MPV,Toyota,Kijang,68000000,2002,220000.0,Bogor,Bensin,Manual
MPV,Nissan,Grand Livina,78000000,2009,160000.0,Unknown,Bensin,Manual
MPV,Toyota,Kijang Innova,110000000,2005,12345.0,Semarang,Bensin,Manual
MPV,Daihatsu,Xenia,189000000,2021,15000.0,Unknown,Bensin,Otomatis
MPV,Toyota,Veloz,193000000,2019,60000.0,Palembang,Bensin,Otomatis
MPV,Honda,Mobilio,135000000,2014,120000.0,Bekasi,Bensin,Otomatis
MPV,Toyota,Kijang Innova,93000000,2005,170000.0,Jakarta Timur,Bensin,Manual
MPV,Toyota,Kijang Innova,335000000,2018,12696.0,Jakarta Pusat,Diesel,Otomatis
MPV,Suzuki,Ertiga,210000000,2021,11300.0,Bogor,Bensin,Manual
MPV,Suzuki,Ertiga,210000000,2021,60000.0,Surabaya,Bensin,Otomatis
MPV,Toyota,Kijang Innova,250000000,2015,188551.0,Surabaya,Diesel,Manual
MPV,Suzuki,Ertiga,125000000,2012,150000.0,Unknown,Bensin,Manual
MPV,Toyota,Avanza,142000000,2017,85000.0,Bandung,Bensin,Otomatis
MPV,Toyota,Kijang Innova,190000000,2014,95000.0,Unknown,Bensin,Manual
MPV,Daihatsu,Xenia,110000000,2010,120000.0,Unknown,Bensin,Manual
MPV,Toyota,Kijang,65000000,1979,200000.0,Surabaya,Bensin,Otomatis
MPV,Toyota,Kijang Innova,170000000,1970,68000.0,Unknown,Diesel,Manual
MPV,Suzuki,Ertiga,180000000,2022,17000.0,Bekasi,Bensin,Manual
MPV,Toyota,Avanza Veloz,228500000,2022,50000.0,Unknown,Bensin,Manual
MPV,Toyota,Kijang Innova,369000000,2022,12000.0,Jakarta Utara,Bensin,Otomatis
MPV,Toyota,Kijang Innova,390000000,2022,8005.0,Jakarta Utara,Diesel,Manual
MPV,Suzuki,Ertiga,187000000,2021,16927.0,Medan,Bensin,Otomatis
MPV,Toyota,Kijang Innova,368000000,2021,47000.0,Jakarta Timur,Bensin,Otomatis
MPV,Toyota,Kijang Innova,368000000,2021,61231.0,Unknown,Diesel,Otomatis
MPV,Toyota,Kijang Innova,400000000,2021,16665.0,Unknown,Diesel,Otomatis
MPV,Toyota,Kijang Innova,420000000,2021,51000.0,Surabaya,Diesel,Otomatis
MPV,Toyota,Kijang Innova,440000000,2021,21000.0,Surabaya,Diesel,Otomatis
MPV,Toyota,Kijang Innova,460000000,2021,25000.0,Jakarta Pusat,Diesel,Manual
MPV,Daihatsu,Xenia,177000000,2020,10000.0,Unknown,Bensin,Otomatis
MPV,Toyota,Veloz,215000000,2020,30000.0,Medan,Bensin,Manual
MPV,Toyota,Kijang Innova,385000000,2020,50000.0,Jakarta Utara,Diesel,Otomatis
MPV,Toyota,Kijang Innova,465000000,2020,51000.0,Tangerang Selatan,Diesel,Otomatis
MPV,Suzuki,Ertiga,179000000,2019,85000.0,Unknown,Bensin,Manual
MPV,Toyota,Kijang Innova,250000000,2019,97335.0,Unknown,Bensin,Manual
MPV,Toyota,Kijang Innova,332500000,2019,90000.0,Tangerang,Diesel,Otomatis
MPV,Toyota,Kijang Innova,329500000,2019,90000.0,Tangerang,Diesel,Otomatis
MPV,Toyota,Kijang Innova,360000000,2019,41875.0,Pekanbaru,Diesel,Otomatis
MPV,Toyota,Kijang Innova,443000000,2019,75000.0,Surabaya,Diesel,Otomatis
MPV,Toyota,Avanza,142000000,2018,55000.0,Bandung,Bensin,Otomatis
MPV,Toyota,Avanza,145000000,2018,125000.0,Jakarta Timur,Bensin,Otomatis
MPV,Suzuki,Ertiga,169000000,2018,56000.0,Surabaya,Bensin,Otomatis
MPV,Suzuki,Ertiga,179000000,2018,122917.0,Unknown,Bensin,Manual
MPV,Suzuki,Ertiga,178000000,2018,56000.0,Surabaya,Bensin,Manual
MPV,Honda,Mobilio,178000000,2018,24000.0,Surabaya,Bensin,Manual
MPV,Honda,Mobilio,189000000,2018,23000.0,Jakarta Utara,Bensin,Otomatis
MPV,Toyota,Kijang Innova,200000000,2018,100000.0,Unknown,Diesel,Otomatis
MPV,Toyota,Avanza,208000000,2018,33000.0,Denpasar,Bensin,Otomatis
MPV,Toyota,Rush,219000000,2018,47000.0,Unknown,Diesel,Manual
MPV,Toyota,Kijang Innova,287500000,2018,100000.0,Tangerang,Diesel,Otomatis
MPV,Toyota,Kijang Innova,360000000,2018,72000.0,Surabaya,Diesel,Otomatis
MPV,Toyota,Kijang Innova,450000000,2018,55000.0,Bogor,Diesel,Otomatis
MPV,Suzuki,Ertiga,125000000,2017,60000.0,Bogor,Bensin,Manual
MPV,Toyota,Avanza,145000000,2017,120000.0,Jakarta Timur,Bensin,Manual
SUV,Honda,CR-V,155000000,2013,1.0,Karawang,Bensin,Otomatis
SUV,Daihatsu,Terios,210000000,2023,95219.0,Unknown,Diesel,Manual
SUV,Mitsubishi,Pajero Sport,350000000,2018,112572.0,Pekanbaru,Diesel,Manual
SUV,Toyota,Rush,165000000,2017,12842.0,Pekanbaru,Bensin,Manual
SUV,Daihatsu,Terios,120000000,2014,190000.0,Bekasi,Bensin,Otomatis
SUV,Mitsubishi,Pajero Sport,285500000,2015,152012.0,Unknown,Diesel,Otomatis
SUV,BMW,X1,175000000,2012,84012.0,Karawang,Bensin,Otomatis
SUV,Honda,CR-V,132000000,2011,19525.0,Pekanbaru,Bensin,Manual
SUV,Honda,CR-V,125000000,2011,181328.0,Bekasi,Bensin,Otomatis
SUV,Daihatsu,Terios,157000000,2016,82000.0,Jember,Bensin,Manual
SUV,Daihatsu,Terios,132000000,2013,149000.0,Jember,Bensin,Otomatis
SUV,Toyota,Rush,100000000,2007,200000.0,Tegal,Bensin,Otomatis
SUV,Toyota,Rush,140000000,2014,117607.0,Tegal,Bensin,Otomatis
SUV,Mitsubishi,Pajero Sport,268000000,2014,155000.0,Jember,Diesel,Otomatis
SUV,Mitsubishi,Outlander Sport,200000000,2018,118000.0,Malang,Bensin,CVT
SUV,Mitsubishi,Xpander,240000000,2024,13509.0,Jember,Bensin,Otomatis
SUV,Toyota,Raize,230000000,2022,42000.0,Denpasar,Bensin,CVT
SUV,Toyota,Raize,220000000,2021,50000.0,Denpasar,Bensin,CVT
SUV,Honda,HRV,225000000,2016,90000.0,Denpasar,Bensin,CVT
SUV,Toyota,Rush,110000000,2010,167839.0,Surabaya,Bensin,Otomatis
SUV,Toyota,Yaris Cross,160000000,2016,97000.0,Denpasar,Bensin,Manual
SUV,Honda,HRV,273000000,2017,82000.0,Denpasar,Bensin,CVT
SUV,Toyota,Fortuner,595000000,2024,15941.0,Yogyakarta,Diesel,Otomatis
SUV,Honda,HRV,178000000,2016,125827.0,Tangerang Selatan,Bensin,CVT
SUV,Honda,BRV,163000000,2017,156756.0,Serang,Bensin,CVT
SUV,Toyota,Raize,232900000,2023,18088.0,Serang,Bensin,CVT
SUV,Toyota,Rush,219000000,2022,21423.0,Tangerang Selatan,Bensin,Otomatis
SUV,Honda,HRV,175000000,2018,105100.0,Tangerang Selatan,Bensin,Otomatis
SUV,Daihatsu,Terios,120000000,2017,42494.0,Tangerang Selatan,Bensin,Manual
SUV,Mitsubishi,Pajero Sport,430000000,2020,42000.0,Jakarta Pusat,Diesel,Otomatis
SUV,Honda,CR-V,278000000,2017,101000.0,Jakarta Pusat,Bensin,Otomatis
SUV,Toyota,Fortuner,375000000,2018,78000.0,Jakarta Pusat,Diesel,Otomatis
SUV,Toyota,Fortuner,480000000,2020,43000.0,Jakarta Pusat,Diesel,Otomatis
SUV,Toyota,Fortuner,562000000,2022,37000.0,Jakarta Pusat,Diesel,Otomatis
SUV,Toyota,Fortuner,460000000,2021,66000.0,Jakarta Pusat,Diesel,Otomatis
SUV,Toyota,Rush,215000000,2020,24000.0,Jakarta Pusat,Bensin,Otomatis
SUV,Honda,HRV,189000000,2018,82000.0,Jakarta Pusat,Bensin,Otomatis
SUV,Honda,HRV,195000000,2017,57178.0,Jakarta Pusat,Bensin,Otomatis
SUV,Mitsubishi,Pajero Sport,225000000,2009,120000.0,Jakarta Pusat,Diesel,Otomatis
SUV,Toyota,Fortuner,415000000,2020,75000.0,Jakarta Pusat,Diesel,Otomatis
SUV,Honda,HRV,247000000,2018,65205.0,Jakarta Pusat,Bensin,Otomatis
SUV,Toyota,Fortuner,535000000,2022,35000.0,Jakarta Pusat,Diesel,Otomatis
SUV,Toyota,Fortuner,450000000,2021,38000.0,Jakarta Pusat,Bensin,Otomatis
SUV,Toyota,Fortuner,493000000,2021,55000.0,Jakarta Pusat,Diesel,Otomatis
SUV,Toyota,Fortuner,400000000,2019,79000.0,Jakarta Pusat,Diesel,Otomatis
SUV,Toyota,Fortuner,410000000,2019,110000.0,Jakarta Pusat,Diesel,Otomatis
SUV,Toyota,Rush,205000000,2018,47000.0,Jakarta Pusat,Bensin,Otomatis
SUV,Mitsubishi,Pajero Sport,450000000,2018,34000.0,Jakarta Pusat,Diesel,Otomatis
SUV,Honda,HRV,205000000,2017,67000.0,Jakarta Pusat,Bensin,CVT
SUV,Honda,CR-V,245000000,2017,80000.0,Jakarta Pusat,Bensin,Otomatis
SUV,Daihatsu,Terios,155000000,2016,44000.0,Jakarta Pusat,Bensin,Otomatis
SUV,Honda,HRV,199000000,2016,78000.0,Jakarta Pusat,Bensin,Otomatis
SUV,Honda,HRV,185000000,2015,80000.0,Jakarta Pusat,Bensin,CVT
SUV,Honda,HRV,215000000,2018,60000.0,Jakarta Pusat,Bensin,CVT
SUV,Honda,HRV,190000000,2016,59000.0,Jakarta Pusat,Bensin,CVT
SUV,Toyota,Rush,155000000,2015,89000.0,Jakarta Pusat,Bensin,Otomatis
SUV,Toyota,Fortuner,435000000,2019,49000.0,Jakarta Pusat,Bensin,Otomatis
SUV,Honda,HRV,245000000,2018,64000.0,Jakarta Pusat,Bensin,CVT
SUV,Honda,HRV,222000000,2017,42000.0,Jakarta Pusat,Bensin,Otomatis
SUV,Honda,CR-V,325000000,2017,90000.0,Jakarta Pusat,Bensin,Otomatis
SUV,Toyota,Rush,182000000,2016,119000.0,Jakarta Pusat,Bensin,Otomatis
SUV,Toyota,Fortuner,265000000,2013,137000.0,Jakarta Pusat,Diesel,Otomatis
SUV,Toyota,Rush,223000000,2019,30000.0,Jakarta Pusat,Bensin,Otomatis
SUV,Toyota,Fortuner,410000000,2018,97000.0,Jakarta Pusat,Diesel,Otomatis
SUV,Toyota,Fortuner,357000000,2016,84628.0,Jakarta Pusat,Diesel,Otomatis
SUV,Honda,HRV,187000000,2015,100000.0,Jakarta Pusat,Bensin,Otomatis
SUV,Honda,HRV,208000000,2017,61000.0,Jakarta Pusat,Bensin,Otomatis
SUV,Toyota,Fortuner,405000000,2017,52000.0,Jakarta Pusat,Diesel,Otomatis
SUV,Toyota,Fortuner,473000000,2022,47000.0,Jakarta Pusat,Diesel,Otomatis
SUV,Toyota,Rush,218000000,2020,51000.0,Jakarta Pusat,Bensin,Otomatis
SUV,Honda,CR-V,298000000,2017,66000.0,Jakarta Pusat,Bensin,CVT
SUV,Daihatsu,Terios,157000000,2016,49000.0,Jakarta Pusat,Bensin,Otomatis
SUV,Toyota,Fortuner,365000000,2016,130000.0,Jakarta Pusat,Diesel,Otomatis
SUV,Honda,HRV,205000000,2015,72000.0,Jakarta Pusat,Bensin,Otomatis
SUV,Toyota,Rush,110000000,2011,140000.0,Jakarta Pusat,Bensin,Otomatis
SUV,Toyota,Fortuner,250000000,2013,177000.0,Jakarta Pusat,Diesel,Otomatis
SUV,Toyota,Rush,285000000,2025,650.0,Jakarta Pusat,Bensin,Otomatis
SUV,Honda,HRV,263000000,2017,64000.0,Jakarta Pusat,Bensin,CVT
SUV,Toyota,Rush,130000000,2014,120000.0,Jakarta Pusat,Bensin,Otomatis
SUV,Toyota,Rush,125000000,2013,147000.0,Jakarta Pusat,Bensin,Otomatis
SUV,Toyota,Fortuner,250000000,2013,126000.0,Jakarta Pusat,Diesel,Manual
SUV,Honda,CR-V,399000000,2021,26000.0,Jakarta Pusat,Bensin,CVT
SUV,Honda,CR-V,440000000,2021,1234.0,Jakarta Pusat,Bensin,Otomatis
SUV,Mitsubishi,Pajero Sport,438000000,2019,44278.0,Jakarta Pusat,Diesel,Otomatis
SUV,Daihatsu,Terios,130000000,2014,104000.0,Jakarta Pusat,Bensin,Otomatis
SUV,Honda,CR-V,215000000,2016,38000.0,Jakarta Pusat,Bensin,Otomatis
SUV,Toyota,Fortuner,235000000,2014,111312.0,Jakarta Pusat,Bensin,Otomatis
SUV,Mitsubishi,Pajero Sport,385000000,2018,118000.0,Jakarta Pusat,Diesel,Otomatis
SUV,Toyota,Fortuner,479000000,2022,29000.0,Jakarta Pusat,Diesel,Otomatis
SUV,Toyota,Rush,290000000,2024,1000.0,Jakarta Pusat,Bensin,Otomatis
SUV,Toyota,Fortuner,370000000,2016,54000.0,Jakarta Pusat,Diesel,Otomatis
SUV,Toyota,Fortuner,550000000,2023,40000.0,Jakarta Pusat,Diesel,Otomatis
SUV,Toyota,Fortuner,325000000,2017,166357.0,Jakarta Pusat,Diesel,Otomatis
SUV,Toyota,Fortuner,455000000,2022,50000.0,Jakarta Pusat,Diesel,Otomatis
SUV,Honda,HRV,215000000,2018,90000.0,Jakarta Pusat,Bensin,CVT
SUV,Toyota,Rush,250000000,2023,19000.0,Jakarta Pusat,Bensin,Otomatis
SUV,Toyota,Fortuner,475000000,2022,39000.0,Jakarta Pusat,Diesel,Otomatis
SUV,Honda,HRV,270000000,2018,34000.0,Jakarta Pusat,Bensin,CVT
SUV,Honda,HRV,240000000,2017,38000.0,Jakarta Pusat,Bensin,CVT
SUV,Mitsubishi,Pajero Sport,290000000,2013,48000.0,Jakarta Pusat,Diesel,Otomatis
SUV,Toyota,Rush,152000000,2015,77000.0,Jakarta Pusat,Bensin,Otomatis
SUV,Toyota,Rush,155000000,2014,158000.0,Jakarta Pusat,Bensin,Otomatis
SUV,Toyota,Fortuner,485000000,2021,25997.0,Jakarta Pusat,Diesel,Otomatis
SUV,Toyota,Fortuner,505000000,2020,56185.0,Jakarta Pusat,Diesel,Otomatis
SUV,Toyota,Fortuner,395000000,2017,36071.0,Jakarta Pusat,Diesel,Otomatis
SUV,Toyota,Fortuner,320000000,2016,63169.0,Jakarta Pusat,Bensin,Otomatis
SUV,Honda,CR-V,345000000,2017,54694.0,Jakarta Pusat,Bensin,CVT
SUV,Toyota,Fortuner,410000000,2020,87000.0,Jakarta Pusat,Diesel,Otomatis
SUV,Toyota,Rush,190000000,2018,70000.0,Jakarta Pusat,Bensin,Otomatis
SUV,Toyota,Rush,135000000,2013,125000.0,Jakarta Pusat,Bensin,Otomatis
SUV,Toyota,Fortuner,530000000,2023,24000.0,Jakarta Pusat,Diesel,Otomatis
SUV,Mitsubishi,Pajero Sport,247000000,2011,127442.0,Jakarta Pusat,Diesel,Otomatis
SUV,Mitsubishi,Pajero Sport,365000000,2018,58000.0,Jakarta Pusat,Diesel,Otomatis
SUV,Toyota,Rush,135000000,2015,85948.0,Tangerang Selatan,Bensin,Otomatis
SUV,Toyota,Fortuner,285000000,2014,180000.0,Jakarta Utara,Bensin,Otomatis
SUV,Toyota,Rush,130000000,2012,128000.0,Bandung,Bensin,Otomatis
SUV,Honda,BRV,215000000,2022,39003.0,Tangerang Selatan,Bensin,CVT
SUV,Nissan,X-Trail,150000000,2015,114677.0,Tangerang Selatan,Bensin,CVT
SUV,Nissan,X-Trail,133000000,2015,96886.0,Tangerang Selatan,Bensin,Otomatis
SUV,Nissan,X-Trail,165000000,2015,60000.0,Jakarta Pusat,Bensin,CVT
SUV,Mitsubishi,Outlander Sport,200000000,2018,82000.0,Jakarta Pusat,Bensin,CVT
SUV,Honda,BRV,241000000,2022,62000.0,Jakarta Pusat,Bensin,CVT
SUV,Honda,BRV,185000000,2019,120000.0,Jakarta Pusat,Bensin,CVT
SUV,Honda,BRV,178000000,2018,75000.0,Jakarta Pusat,Bensin,CVT
SUV,Honda,BRV,188000000,2017,86000.0,Jakarta Pusat,Bensin,CVT
SUV,Mitsubishi,Outlander Sport,208000000,2017,76000.0,Jakarta Pusat,Bensin,CVT
SUV,Mitsubishi,Outlander Sport,140000000,2014,178000.0,Jakarta Pusat,Bensin,CVT
SUV,Mitsubishi,Outlander Sport,167000000,2014,80000.0,Jakarta Pusat,Bensin,Otomatis
SUV,Honda,BRV,178000000,2016,97000.0,Jakarta Pusat,Bensin,Otomatis
SUV,Mitsubishi,Outlander Sport,165000000,2016,160000.0,Jakarta Pusat,Bensin,CVT
SUV,Mitsubishi,Outlander Sport,153000000,2012,88000.0,Jakarta Pusat,Bensin,CVT
SUV,Honda,BRV,160000000,2016,61000.0,Jakarta Pusat,Bensin,CVT
SUV,Mitsubishi,Outlander Sport,158000000,2013,93000.0,Jakarta Pusat,Diesel,Otomatis
SUV,Honda,BRV,177000000,2018,55000.0,Jakarta Pusat,Bensin,Otomatis
SUV,Nissan,X-Trail,231000000,2018,74000.0,Jakarta Pusat,Bensin,CVT
SUV,Mitsubishi,Outlander Sport,181000000,2014,105000.0,Jakarta Pusat,Bensin,CVT
SUV,Mazda,CX-5,197000000,2014,75000.0,Jakarta Pusat,Bensin,Otomatis
SUV,Nissan,X-Trail,157000000,2015,100000.0,Jakarta Pusat,Bensin,CVT
SUV,Honda,BRV,240000000,2023,27000.0,Jakarta Pusat,Bensin,CVT
SUV,Nissan,X-Trail,170000000,2015,110000.0,Jakarta Pusat,Bensin,Otomatis
SUV,Honda,BRV,155000000,2016,140000.0,Jakarta Pusat,Bensin,CVT
SUV,Nissan,X-Trail,125000000,2010,130000.0,Jakarta Pusat,Bensin,Otomatis
SUV,Nissan,X-Trail,140000000,2012,120000.0,Jakarta Pusat,Bensin,Otomatis
SUV,Mazda,CX-5,465000000,2022,32312.0,Jakarta Pusat,Bensin,Otomatis
SUV,Honda,BRV,235000000,2023,37000.0,Jakarta Pusat,Bensin,CVT
SUV,Nissan,X-Trail,142000000,2012,95000.0,Jakarta Pusat,Bensin,Otomatis
SUV,Honda,BRV,185000000,2018,70000.0,Jakarta Pusat,Bensin,CVT
SUV,Nissan,X-Trail,145000000,2013,143000.0,Jakarta Pusat,Bensin,Otomatis
SUV,Nissan,X-Trail,165000000,2014,87000.0,Jakarta Pusat,Bensin,CVT
SUV,Nissan,X-Trail,205000000,2017,91000.0,Jakarta Pusat,Bensin,Otomatis
SUV,Mitsubishi,Outlander Sport,170000000,2016,43000.0,Jakarta Pusat,Bensin,Manual
SUV,Mitsubishi,Outlander Sport,182000000,2016,90000.0,Jakarta Pusat,Bensin,Otomatis
SUV,Nissan,X-Trail,112000000,2012,124000.0,Jakarta Pusat,Bensin,CVT
SUV,Honda,BRV,275000000,2024,17918.0,Jakarta Pusat,Bensin,CVT
SUV,Honda,BRV,175000000,2018,61000.0,Jakarta Pusat,Bensin,CVT
SUV,Honda,BRV,160000000,2016,90000.0,Jakarta Pusat,Bensin,Otomatis
SUV,Nissan,X-Trail,160000000,2014,138000.0,Jakarta Pusat,Bensin,CVT
SUV,Nissan,X-Trail,185000000,2016,47642.0,Jakarta Pusat,Bensin,CVT
SUV,Mitsubishi,Outlander Sport,165000000,2013,106821.0,Jakarta Pusat,Bensin,Otomatis
SUV,Nissan,X-Trail,194000000,2018,107000.0,Jakarta Pusat,Bensin,CVT
SUV,Honda,BRV,228000000,2024,18475.0,Tangerang Selatan,Bensin,CVT
SUV,Honda,BRV,183000000,2019,56974.0,Tangerang Selatan,Bensin,CVT
SUV,Honda,BRV,228000000,2022,30000.0,Jakarta Pusat,Bensin,Otomatis
SUV,Mazda,CX-5,575000000,2023,6000.0,Jakarta Pusat,Bensin,Otomatis
SUV,Nissan,X-Trail,183000000,2015,93000.0,Jakarta Pusat,Bensin,CVT
SUV,Nissan,X-Trail,120000000,2011,169733.0,Bandung,Bensin,CVT
SUV,Toyota,Raize,215000000,2022,35599.0,Tangerang Selatan,Bensin,CVT
SUV,Mitsubishi,Pajero Sport,240000000,2015,220267.0,Tangerang Selatan,Diesel,Otomatis
SUV,Mitsubishi,Pajero Sport,448000000,2018,37774.0,Yogyakarta,Diesel,Otomatis
SUV,Toyota,Land Cruiser,1150000000,2012,111000.0,Jakarta Pusat,Diesel,Otomatis
SUV,Toyota,Raize,240000000,2023,18292.0,Jakarta Pusat,Bensin,CVT
SUV,Mitsubishi,Pajero Sport,575000000,2023,9000.0,Jakarta Pusat,Diesel,Otomatis
SUV,Mitsubishi,Pajero Sport,460000000,2021,71000.0,Jakarta Pusat,Diesel,Otomatis
SUV,Toyota,Raize,215000000,2023,29000.0,Jakarta Pusat,Bensin,CVT
SUV,Toyota,Raize,228000000,2023,13000.0,Jakarta Pusat,Bensin,CVT
SUV,Toyota,Yaris Cross,355000000,2023,28000.0,Jakarta Pusat,Listrik,CVT
SUV,Honda,CR-V,480000000,2023,84193.0,Jakarta Pusat,Bensin,Otomatis
SUV,Hyundai,Palisade,850000000,2023,34000.0,Jakarta Pusat,Diesel,Otomatis
